All solutions,All solutions (corrected),Player solutions,,,All,Player,t,p,df
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,80,,,,,,,
,,4,,,,,,,
,,0,,,,,,,
,,52,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,36,,,,,,,
,,0,,,,,,,
,,94,,,,,,,
,,28,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,48,,,,,,,
,,5,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,15,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,54,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,7,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,54,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,75,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,49,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,73,,,,,,,
,,0,,,,,,,
,,66,,,,,,,
,,12,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,12,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,66,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,73,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,66,,,,,,,
,,100,,,,,,,
,,30,,,,,,,
,,100,,,,,,,
,,42,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,54,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,67,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,81,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,67,,,,,,,
,,0,,,,,,,
,,42,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,59,,,,,,,
,,60,,,,,,,
,,19,,,,,,,
,,29,,,,,,,
,,100,,,,,,,
,,54,,,,,,,
,,100,,,,,,,
,,81,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,81,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,69,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,73,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,12,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,10,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,92,,,,,,,
,,81,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,42,,,,,,,
,,66,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,89,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,67,,,,,,,
,,67,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,41,,,,,,,
,,100,,,,,,,
,,87,,,,,,,
,,58,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,11,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,98,,,,,,,
,,100,,,,,,,
,,65,,,,,,,
,,60,,,,,,,
,,0,,,,,,,
,,27,,,,,,,
,,72,,,,,,,
,,58,,,,,,,
,,59,,,,,,,
,,41,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,60,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,13,,,,,,,
,,87,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,11,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,29,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,69,,,,,,,
,,100,,,,,,,
,,36,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,66,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,69,,,,,,,
,,42,,,,,,,
,,42,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,87,,,,,,,
,,0,,,,,,,
,,80,,,,,,,
,,88,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,10,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,69,,,,,,,
,,100,,,,,,,
,,8,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,94,,,,,,,
,,0,,,,,,,
,,42,,,,,,,
,,14,,,,,,,
,,100,,,,,,,
,,49,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,88,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,75,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,66,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,19,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,66,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,58,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,69,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,54,,,,,,,
,,16,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,12,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,54,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,69,,,,,,,
,,94,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,16,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,54,,,,,,,
,,69,,,,,,,
,,16,,,,,,,
,,19,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,49,,,,,,,
,,75,,,,,,,
,,100,,,,,,,
,,16,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,49,,,,,,,
,,35,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,90,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,98,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,19,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,66,,,,,,,
,,0,,,,,,,
,,9,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,12,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,73,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,32,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,75,,,,,,,
,,60,,,,,,,
,,100,,,,,,,
,,30,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,67,,,,,,,
,,73,,,,,,,
,,100,,,,,,,
,,98,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,16,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,58,,,,,,,
,,89,,,,,,,
,,100,,,,,,,
,,89,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,19,,,,,,,
,,69,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,19,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,36,,,,,,,
,,52,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,15,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,54,,,,,,,
,,0,,,,,,,
,,48,,,,,,,
,,100,,,,,,,
,,69,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,52,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,60,,,,,,,
,,87,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,54,,,,,,,
,,0,,,,,,,
,,60,,,,,,,
,,83,,,,,,,
,,40,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,40,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,89,,,,,,,
,,60,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,54,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,48,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,48,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,98,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,30,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,36,,,,,,,
,,100,,,,,,,
,,42,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,54,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,69,,,,,,,
,,0,,,,,,,
,,36,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,42,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,89,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,65,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,98,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,60,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,19,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,36,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,36,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,69,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,69,,,,,,,
,,54,,,,,,,
,,52,,,,,,,
,,69,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,42,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,42,,,,,,,
,,0,,,,,,,
,,89,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,58,,,,,,,
,,0,,,,,,,
,,29,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,49,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,52,,,,,,,
,,0,,,,,,,
,,21,,,,,,,
,,0,,,,,,,
,,24,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,15,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,49,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,16,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,54,,,,,,,
,,16,,,,,,,
,,0,,,,,,,
,,52,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,73,,,,,,,
,,73,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,49,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,73,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,36,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,69,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,32,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,49,,,,,,,
,,0,,,,,,,
,,49,,,,,,,
,,0,,,,,,,
,,19,,,,,,,
,,54,,,,,,,
,,7,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,69,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,16,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,32,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,60,,,,,,,
,,91,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,43,,,,,,,
,,100,,,,,,,
,,13,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,42,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,42,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,81,,,,,,,
,,38,,,,,,,
,,0,,,,,,,
,,60,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,67,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,36,,,,,,,
,,19,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,42,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,10,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,84,,,,,,,
,,0,,,,,,,
,,31,,,,,,,
,,100,,,,,,,
,,70,,,,,,,
,,72,,,,,,,
,,0,,,,,,,
,,98,,,,,,,
,,0,,,,,,,
,,73,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,2,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,54,,,,,,,
,,73,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,67,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,14,,,,,,,
,,49,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,29,,,,,,,
,,91,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,69,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,75,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,66,,,,,,,
,,100,,,,,,,
,,73,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,66,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,73,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,52,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
,,100,,,,,,,
,,0,,,,,,,
,,12,,,,,,,
,,100,,,,,,,
,,14,,,,,,,
,,100,,,,,,,
,,60,,,,,,,
,,0,,,,,,,
,,58,,,,,,,
,,0,,,,,,,
,,100,,,,,,,
